Datetime,Open,High,Low,Close,Adj Close,Volume,EMA_20,EMA_10
2024-02-07 03:15:00,42982.98046875,42993.08203125,42940.484375,42940.484375,42940.484375,31464448,43091.68203125,43038.37782446898
2024-02-07 03:30:00,42926.53125,42926.53125,42835.26171875,42835.26171875,42835.26171875,142490624,43067.26104910714,43001.447623429165
2024-02-07 03:45:00,42844.4140625,42844.4140625,42775.95703125,42775.95703125,42775.95703125,100572160,43039.51780931122,42960.449333942044
2024-02-07 04:00:00,42781.453125,42828.921875,42781.453125,42828.921875,42828.921875,75013120,43019.46105366253,42936.53525049803
2024-02-07 04:15:00,42831.83984375,42853.61328125,42806.953125,42846.8203125,42846.8203125,86221824,43003.01907831372,42920.2234435893
2024-02-07 04:30:00,42856.5234375,42904.76953125,42856.5234375,42896.25,42896.25,60664832,42992.85059466479,42915.86463566397
2024-02-07 04:45:00,42894.6953125,42904.58984375,42875.859375,42897.92578125,42897.92578125,454656,42983.810136244334,42912.60302577052
2024-02-07 05:00:00,42898.03515625,42946.2421875,42882.55078125,42943.86328125,42943.86328125,63554560,42980.00567386392,42918.28670858497
2024-02-07 05:15:00,42953.66015625,42972.50390625,42946.3984375,42946.3984375,42946.3984375,27187200,42976.8049846864,42923.39793202407
2024-02-07 05:30:00,42947.42578125,42950.859375,42926.1015625,42937.58203125,42937.58203125,13761536,42973.069465311506,42925.97685915606
2024-02-07 05:45:00,42943.234375,43016.49609375,42943.234375,42995.0625,42995.0625,53116928,42975.164040043746,42938.537884764046
2024-02-07 06:00:00,42998.6640625,42998.6640625,42934.2109375,42935.8828125,42935.8828125,23877632,42971.42297075387,42938.0551443524
2024-02-07 06:15:00,42930.97265625,42930.97265625,42891.96484375,42893.35546875,42893.35546875,3223552,42963.98797056302,42929.92793060651
2024-02-07 06:30:00,42894.65234375,42906.015625,42877.44921875,42900.5390625,42900.5390625,50614272,42957.94521741416,42924.58450004169
2024-02-07 06:45:00,42904.44140625,42930.984375,42904.44140625,42917.53515625,42917.53515625,14391296,42954.09664016043,42923.302801170474
2024-02-07 07:00:00,42924.94140625,42927.63671875,42897.015625,42927.63671875,42927.63671875,0,42951.57664764515,42924.090786184934
2024-02-07 07:15:00,42950.60546875,42963.05859375,42911.7890625,42924.64453125,42924.64453125,22042624,42949.01168417895,42924.191467105855
2024-02-07 07:30:00,42925.90234375,42932.92578125,42901.41796875,42901.41796875,42901.41796875,6123520,42944.47894937619,42920.05083104115
2024-02-07 07:45:00,42896.98046875,42909.84375,42878.17578125,42883.0625,42883.0625,0,42938.629763721314,42913.32567994276
2024-02-07 08:00:00,42879.7109375,42913.74609375,42862.50390625,42865.91015625,42865.91015625,0,42931.704086819285,42904.70467563499
2024-02-07 08:15:00,42873.78125,42919.38671875,42873.78125,42910.3125,42910.3125,0,42929.6667928365,42905.72428006499
2024-02-07 08:30:00,42916.0390625,42931.546875,42907.35546875,42931.546875,42931.546875,0,42929.84584828064,42910.419297325905
2024-02-07 08:45:00,42929.33984375,42930.87890625,42900.5859375,42900.5859375,42900.5859375,0,42927.05919011105,42908.631413721196
2024-02-07 09:00:00,42915.640625,42930.80859375,42896.6015625,42916.2421875,42916.2421875,0,42926.02899938619,42910.01519077189
2024-02-07 09:15:00,42907.44921875,42939.484375,42907.44921875,42930.8671875,42930.8671875,0,42926.48977920655,42913.80646290427
2024-02-07 09:30:00,42929.58984375,43139.4765625,42929.58984375,43139.4765625,43139.4765625,89293824,42946.77423475831,42954.837390103494
2024-02-07 09:45:00,43142.13671875,43169.54296875,43135.671875,43137.4765625,43137.4765625,97208320,42964.936361209904,42988.0445123574
2024-02-07 10:00:00,43138.21484375,43138.21484375,43069.23046875,43080.1171875,43080.1171875,0,42975.905963713725,43004.78499874697
2024-02-07 10:15:00,43071.74609375,43104.5625,43057.49609375,43077.4609375,43077.4609375,4797440,42985.57786597908,43017.99880579297
2024-02-07 10:30:00,43075.93359375,43095.29296875,43038.953125,43038.953125,43038.953125,0,42990.66122398107,43021.80868201243
2024-02-07 10:45:00,43039.296875,43039.296875,42845.625,42846.52734375,42846.52734375,23249920,42976.93418776859,42989.9393477829
2024-02-07 11:00:00,42860.46484375,42919.6640625,42860.46484375,42919.6640625,42919.6640625,0,42971.47989012396,42977.16202318601
2024-02-07 11:15:00,42936.94140625,42953.7421875,42916.1484375,42950.54296875,42950.54296875,0,42969.485897612154,42972.32219510673
2024-02-07 11:30:00,42942.1796875,42942.1796875,42869.8125,42873.1796875,42873.1796875,29069312,42960.313877601475,42954.29628463278
2024-02-07 11:45:00,42886.234375,42909.5234375,42873.50390625,42901.48046875,42901.48046875,7494656,42954.7106958061,42944.69340901773
2024-02-07 12:00:00,42906.55078125,42936.96484375,42869.11328125,42869.11328125,42869.11328125,9675776,42946.55856108647,42930.951567605414
2024-02-07 12:15:00,42919.00390625,42933.1953125,42901.21484375,42933.1953125,42933.1953125,0,42945.285870744905,42931.359521222614
2024-02-07 12:30:00,42927.48828125,43013.17578125,42927.48828125,43013.17578125,43013.17578125,9529344,42951.7515765073,42946.23520486396
2024-02-07 12:45:00,43006.34375,43055.1171875,43006.34375,43046.8671875,43046.8671875,6542336,42960.81020612565,42964.5319289796
2024-02-07 13:00:00,43054.1015625,43077.69921875,43028.99609375,43066.37109375,43066.37109375,466944,42970.863623994635,42983.04814075604
2024-02-07 13:15:00,43072.95703125,43085.90625,43039.734375,43081.68359375,43081.68359375,0,42981.41790682848,43000.98185948221
2024-02-07 13:30:00,43095.18359375,43103.5703125,43021.7421875,43053.44921875,43053.44921875,0,42988.278031773385,43010.521379349084
2024-02-07 13:45:00,43052.8125,43133.73828125,43042.55078125,43131.8671875,43131.8671875,48233472,43001.95318946164,43032.58425355834
2024-02-07 14:00:00,43124.69921875,43170.6796875,43120.75390625,43163.6015625,43163.6015625,28062720,43017.34827260815,43056.40558245683
2024-02-07 14:15:00,43159.16796875,43177.796875,43056.04296875,43114.72265625,43114.72265625,28995584,43026.622023431184,43067.00868678286
2024-02-07 14:30:00,43121.96875,43148.01953125,43102.66796875,43119.56640625,43119.56640625,13849600,43035.47386941393,43076.564635776886
2024-02-07 14:45:00,43093.3828125,43290.4296875,42994.82421875,42994.82421875,42994.82421875,327384064,43031.6024741126,43061.702741771995
2024-02-07 15:00:00,42998.390625,43037.9765625,42941.6171875,42978.3671875,42978.3671875,131672064,43026.53244681616,43046.55082281345
2024-02-07 15:15:00,42985.921875,43153.69921875,42975.12890625,43153.69921875,43153.69921875,0,43038.64356795272,43066.03234934737
2024-02-07 15:30:00,43152.09375,43152.09375,43061.03515625,43069.92578125,43069.92578125,0,43041.622826361985,43066.740246056936
2024-02-07 15:45:00,43061.98046875,43069.51953125,43028.98828125,43040.0546875,43040.0546875,0,43041.4734798037,43061.88832631931
2024-02-07 16:00:00,43044.171875,43147.6640625,43033.64453125,43147.6640625,43147.6640625,22627328,43051.58686863192,43077.4839147158
2024-02-07 16:15:00,43128.07421875,43145.59765625,43000.63671875,43026.38671875,43026.38671875,0,43049.18685435745,43068.19351544929
2024-02-07 16:30:00,43024.8359375,43123.4375,43024.8359375,43102.83984375,43102.83984375,0,43054.29666287103,43074.4928478676
2024-02-07 16:45:00,43099.4921875,43173.28515625,43099.4921875,43173.28515625,43173.28515625,17422336,43065.628900335694,43092.45508575531
2024-02-07 17:00:00,43208.45703125,43263.46484375,43198.8828125,43250.13671875,43250.13671875,108032000,43083.20107351801,43121.12447357253
2024-02-07 17:15:00,43239.71484375,43476.6015625,43239.71484375,43476.6015625,43476.6015625,284200960,43120.66778675439,43185.75667155934
2024-02-07 17:30:00,43500.94921875,43654.44140625,43464.8203125,43493.87109375,43493.87109375,725903360,43156.21095884921,43241.777475594004
2024-02-07 17:45:00,43431.71484375,43509.78515625,43364.84375,43493.515625,43493.515625,469250048,43188.33521276833,43287.54804821328
2024-02-07 18:00:00,43476.60546875,43520.53515625,43435.67578125,43490.3828125,43490.3828125,163310592,43217.10165083801,43324.42709626541
2024-02-07 18:15:00,43476.5703125,43595.85546875,43476.5703125,43585.43359375,43585.43359375,231759872,43252.180883496294,43371.88282308079
2024-02-07 18:30:00,43583.48046875,43641.51171875,43499.97265625,43510.91015625,43510.91015625,46704640,43276.82176661569,43397.16052002065
2024-02-07 18:45:00,43525.14453125,43635.90625,43521.2265625,43621.03515625,43621.03515625,92823552,43309.60399419991,43437.86499933508
2024-02-07 19:00:00,43630.4375,43655.01171875,43576.85546875,43588.921875,43588.921875,81455104,43336.20569713326,43465.32988581961
2024-02-07 19:15:00,43593.08984375,43615.5703125,43460.8515625,43518.5234375,43518.5234375,121700352,43353.569291453896,43475.00144067059
2024-02-07 19:30:00,43484.671875,43550.4921875,43432.59765625,43550.4921875,43550.4921875,37922816,43372.323852982096,43488.72703100321
2024-02-07 19:45:00,43562.0859375,43610.95703125,43551.4375,43610.95703125,43610.95703125,43864064,43395.05082234094,43510.950667411715
2024-02-07 20:00:00,43602.5390625,43848.84765625,43602.5390625,43839.578125,43839.578125,272295936,43437.38675592752,43570.701114245945
2024-02-07 20:15:00,43831.29296875,44155.0703125,43831.29296875,43980.09375,43980.09375,946343936,43489.073136315375,43645.1361389285
2024-02-07 20:30:00,44047.2890625,44193.67578125,44047.2890625,44124.4765625,44124.4765625,403499008,43549.58774833296,43732.288943214226
2024-02-07 20:45:00,44111.640625,44222.85546875,44074.22265625,44109.109375,44109.109375,303443968,43602.87552230125,43800.80174899346
2024-02-07 21:00:00,44118.55078125,44241.703125,44118.55078125,44193.30859375,44193.30859375,226344960,43659.107243391605,43872.166629858286
2024-02-07 21:15:00,44164.20703125,44302.58203125,44142.66015625,44302.58203125,44302.58203125,263081984,43720.39055652098,43950.42397556587
2024-02-07 21:30:00,44332.47265625,44341.94921875,44174.60546875,44191.4140625,44191.4140625,352229376,43765.24993804279,43994.24035500844
2024-02-07 21:45:00,44225.23828125,44228.1796875,44129.84375,44178.0859375,44178.0859375,133888000,43804.56765227681,44027.66682455236
2024-02-07 22:00:00,44179.3671875,44179.3671875,44133.48828125,44175.6015625,44175.6015625,54589440,43839.90421515521,44054.56404963375
2024-02-07 22:15:00,44187.01171875,44262.38671875,44187.01171875,44258.69921875,44258.69921875,108808192,43879.78945359281,44091.679534927614
2024-02-07 22:30:00,44271.98046875,44308.94921875,44234.7421875,44234.7421875,44234.7421875,150579200,43913.594475869686,44117.690926304414
2024-02-07 22:45:00,44188.98828125,44202.10546875,44147.1171875,44147.1171875,44147.1171875,39790592,43935.834734120195,44123.0411556127
2024-02-07 23:00:00,44155.5,44192.8828125,44155.10546875,44155.10546875,44155.10546875,39274496,43956.7176612278,44128.87103072857
2024-02-07 23:15:00,44169.07421875,44227.11328125,44169.07421875,44195.12890625,44195.12890625,44613632,43979.42349408705,44140.91791718701
2024-02-07 23:30:00,44192.6328125,44230.05078125,44167.375,44227.29296875,44227.29296875,35840000,44003.03011072162,44156.62247201665
2024-02-07 23:45:00,44226.9765625,44317.8359375,44226.9765625,44317.8359375,44317.8359375,147181568,44033.01161803385,44185.934011195444
2024-02-08 00:00:00,44332.125,44401.1640625,44332.125,44376.69921875,44376.69921875,271896576,44065.74377048301,44220.61859438718
2024-02-08 00:15:00,44354.421875,44569.5546875,44354.421875,44533.13671875,44533.13671875,389412864,44110.257384603676,44277.44007154406
2024-02-08 00:30:00,44502.09375,44619.06640625,44474.9453125,44576.97265625,44576.97265625,290676736,44154.7064580938,44331.90054149059
2024-02-08 00:45:00,44572.39453125,44643.0234375,44505.56640625,44643.0234375,44643.0234375,296515584,44201.212837084866,44388.46834076503
2024-02-08 01:00:00,44651.51171875,44651.51171875,44544.78515625,44544.78515625,44544.78515625,187201536,44233.934010338686,44416.889579944116
2024-02-08 01:15:00,44548.87109375,44629.03125,44499.26171875,44622.0390625,44622.0390625,181415936,44270.89639625881,44454.18948586337
2024-02-08 01:30:00,44592.71484375,44592.71484375,44512.0,44547.98828125,44547.98828125,113319936,44297.28609959131,44471.2438122973
2024-02-08 01:45:00,44545.1953125,44664.15625,44532.65625,44659.71484375,44659.71484375,132208640,44331.80312284452,44505.51127256143
2024-02-08 02:00:00,44656.68359375,44728.54296875,44574.7109375,44614.5234375,44614.5234375,220401664,44358.72886709742,44525.33166618663
2024-02-08 02:15:00,44621.03515625,44630.70703125,44545.52734375,44545.52734375,44545.52734375,159176704,44376.51919820719,44529.00360756178
2024-02-08 02:30:00,44554.3125,44625.21875,44554.3125,44625.21875,44625.21875,175335424,44400.204869806505,44546.497269823274
2024-02-08 02:45:00,44632.98828125,44636.5859375,44571.546875,44622.4140625,44622.4140625,83253248,44421.367650063024,44560.30032303723
2024-02-08 03:00:00,44639.0859375,44678.49609375,44626.08203125,44658.8046875,44658.8046875,124993536,44443.9807012475,44578.210207485005
2024-02-08 03:15:00,44652.1484375,44700.97265625,44622.91015625,44622.91015625,44622.91015625,74010624,44461.02160172393,44586.33747089682
2024-02-08 03:30:00,44618.91796875,44627.796875,44580.86328125,44580.86328125,44580.86328125,0,44472.43509501213,44585.34216368831
2024-02-08 03:45:00,44573.7890625,44595.09765625,44525.3984375,44525.97265625,44525.97265625,23044096,44477.53391036812,44574.547707790436
2024-02-08 04:00:00,44522.0078125,44549.4453125,44522.0078125,44533.3359375,44533.3359375,0,44482.848389142586,44567.05465864672
2024-02-08 04:15:00,44536.40625,44561.64453125,44515.6796875,44561.64453125,44561.64453125,0,44490.35278362901,44566.07099912004
2024-02-08 04:30:00,44560.23828125,44570.3125,44513.87109375,44513.87109375,44513.87109375,8736768,44492.59262268815,44556.58010723458
2024-02-08 04:45:00,44510.19921875,44537.8125,44470.33984375,44470.33984375,44470.33984375,55400448,44490.47331040833,44540.90005932829
2024-02-08 05:00:00,44474.953125,44508.58984375,44472.8671875,44508.58984375,44508.58984375,0,44492.198694536106,44535.02547467769
2024-02-08 05:15:00,44518.4921875,44567.5703125,44502.4140625,44567.5703125,44567.5703125,45338624,44499.376943866,44540.942717918115
2024-02-08 05:30:00,44571.91796875,44573.17578125,44551.46484375,44565.9921875,44565.9921875,102217728,44505.72125278353,44545.497166933004
2024-02-08 05:45:00,44564.21875,44590.57421875,44523.6015625,44527.23828125,44527.23828125,28067840,44507.77049358986,44542.1773695361
2024-02-08 06:00:00,44535.1640625,44535.1640625,44486.4765625,44486.4765625,44486.4765625,11005952,44505.74250015273,44532.04995007499
2024-02-08 06:15:00,44485.49609375,44517.65625,44482.484375,44517.65625,44517.65625,38774784,44506.87714299533,44529.43291369772
2024-02-08 06:30:00,44537.359375,44540.08203125,44483.5078125,44483.5078125,44483.5078125,14348288,44504.65149247196,44521.08289529813
2024-02-08 06:45:00,44484.54296875,44491.82421875,44447.49609375,44453.26171875,44453.26171875,41375744,44499.757228307964,44508.75177228938
2024-02-08 07:00:00,44452.078125,44477.36328125,44438.35546875,44463.546875,44463.546875,64651264,44496.308623231016,44500.53270005495
2024-02-08 07:15:00,44462.36328125,44510.78515625,44462.36328125,44491.234375,44491.234375,14329856,44495.82536149473,44498.84209549951
2024-02-08 07:30:00,44491.4296875,44522.59375,44491.12109375,44518.0859375,44518.0859375,52822016,44497.94541635238,44502.34097586323
2024-02-08 07:45:00,44522.4375,44522.4375,44494.5625,44497.52734375,44497.52734375,31365120,44497.905599914055,44501.465770024464
2024-02-08 08:00:00,44495.8828125,44601.65234375,44495.8828125,44601.65234375,44601.65234375,59926528,44507.78624218414,44519.681510701834
2024-02-08 08:15:00,44599.9453125,44642.73046875,44572.6015625,44612.19140625,44612.19140625,94871552,44517.729591142794,44536.501491710595
2024-02-08 08:30:00,44611.7734375,44690.1875,44608.09375,44686.62890625,44686.62890625,91441152,44533.81524020062,44563.79738526321
2024-02-08 08:45:00,44694.06640625,44719.46484375,44694.06640625,44705.62890625,44705.62890625,176240640,44550.17844649104,44589.58493453354
2024-02-08 09:00:00,44700.921875,44718.9453125,44607.484375,44607.484375,44607.484375,79511552,44555.63615396808,44592.839378254714
2024-02-08 09:15:00,44606.80078125,44652.0625,44600.4609375,44626.23046875,44626.23046875,55523328,44562.35942204255,44598.910485617496
2024-02-08 09:30:00,44634.65625,44742.12109375,44634.65625,44711.1640625,44711.1640625,42387456,44576.53129256231,44619.32022686886
2024-02-08 09:45:00,44709.390625,44714.60546875,44674.8828125,44679.890625,44679.890625,0,44586.375038508755,44630.33302652907
2024-02-08 10:00:00,44675.36328125,44704.3125,44668.95703125,44704.3125,44704.3125,20404224,44597.607177698395,44643.78383988742
2024-02-08 10:15:00,44753.73046875,44810.71875,44688.8828125,44722.52734375,44722.52734375,235663360,44609.50433636997,44658.10084058971
2024-02-08 10:30:00,44714.54296875,44799.70703125,44714.54296875,44797.0234375,44797.0234375,204744704,44627.363298382355,44683.3594945734
2024-02-08 10:45:00,44797.6171875,44815.46484375,44779.17578125,44798.23046875,44798.23046875,18800640,44643.63636222689,44704.245126241876
2024-02-08 11:00:00,44800.1171875,44854.46484375,44773.0546875,44854.46484375,44854.46484375,43933696,44663.71526522909,44731.55780215244
2024-02-08 11:15:00,44858.21875,44862.5078125,44797.2421875,44797.2421875,44797.2421875,140697600,44676.432114969175,44743.50041767018
2024-02-08 11:30:00,44789.296875,44789.296875,44700.6328125,44753.4609375,44753.4609375,85567488,44683.76819330544,44745.3114212756
2024-02-08 11:45:00,44756.27734375,44756.27734375,44679.8046875,44679.8046875,44679.8046875,108947456,44683.39071656206,44733.40110604367
2024-02-08 12:00:00,44681.26171875,44805.44140625,44681.26171875,44805.44140625,44805.44140625,69636096,44695.014591770436,44746.49934244482
2024-02-08 12:15:00,44816.43359375,44819.4765625,44725.73046875,44725.73046875,44725.73046875,62275584,44697.939913387534,44742.72318359122
2024-02-08 12:30:00,44720.62890625,44720.62890625,44616.8203125,44646.27734375,44646.27734375,99545088,44693.01966866015,44725.18757634736
2024-02-08 12:45:00,44648.79296875,44671.25390625,44623.84375,44670.98046875,44670.98046875,10104832,44690.92069724014,44715.331738602385
2024-02-08 13:00:00,44673.28515625,44762.52734375,44673.28515625,44762.52734375,44762.52734375,46446592,44697.74037786012,44723.912757720136
2024-02-08 13:15:00,44778.546875,44791.38671875,44698.52734375,44740.74609375,44740.74609375,131076096,44701.83616032582,44726.97336427102
2024-02-08 13:30:00,44739.4921875,44803.99609375,44694.40625,44782.1171875,44782.1171875,77705216,44709.48197243765,44736.99951394901
2024-02-08 13:45:00,44795.48828125,44951.07421875,44795.48828125,44951.07421875,44951.07421875,208064512,44732.49075780073,44775.92218754919
2024-02-08 14:00:00,44961.2890625,45154.6875,44938.2734375,45154.6875,45154.6875,627173376,44772.69997134352,44844.78860799479
2024-02-08 14:15:00,45154.015625,45159.29296875,45056.13671875,45076.53125,45076.53125,250824704,44801.63628359652,44886.92363381392
2024-02-08 14:30:00,45045.26953125,45045.26953125,44909.7734375,45016.42578125,45016.42578125,294070272,44822.092426230185,44910.469478802304
2024-02-08 14:45:00,45016.5,45136.73046875,45010.4453125,45045.6328125,45045.6328125,4073472,44843.38198682731,44935.0446303837
2024-02-08 15:00:00,45056.21875,45148.59765625,44963.15625,45011.7578125,45011.7578125,25462784,44859.417779748524,44948.992481677575
2024-02-08 15:15:00,45013.6796875,45364.81640625,45013.6796875,45324.484375,45324.484375,609699840,44903.70983643914,45017.26373500893
2024-02-08 15:30:00,45365.20703125,45436.609375,45304.82421875,45361.6796875,45361.6796875,369653760,44947.32601273065,45079.884817280035
2024-02-08 15:45:00,45353.8203125,45440.71484375,45276.34765625,45436.859375,45436.859375,326594560,44993.94823770868,45144.78928232003
2024-02-08 16:00:00,45435.59765625,45440.5546875,45293.75,45300.32421875,45300.32421875,205559808,45023.12690256976,45173.068361670936
2024-02-08 16:15:00,45311.0390625,45349.59765625,45224.04296875,45265.1796875,45265.1796875,188614656,45046.17954875359,45189.815875458036
2024-02-08 16:30:00,45264.65625,45313.03515625,45172.4296875,45227.69140625,45227.69140625,193060864,45063.46639232468,45196.70233560203
2024-02-08 16:45:00,45219.515625,45219.515625,44943.19921875,45087.23828125,45087.23828125,343801856,45065.730381746136,45176.7997802653
2024-02-08 17:00:00,45069.71484375,45069.71484375,44924.2890625,44978.38671875,44978.38671875,79839232,45057.41193765127,45140.72467817161
2024-02-08 17:15:00,44988.54296875,45123.31640625,44937.4140625,45104.23046875,45104.23046875,2834432,45061.87084537496,45134.089367367684
2024-02-08 17:30:00,45121.67578125,45205.5078125,45104.55859375,45153.078125,45153.078125,0,45070.55725295829,45137.541868755376
2024-02-08 17:45:00,45152.453125,45152.453125,45032.01953125,45032.3125,45032.3125,0,45066.91489553369,45118.409256254396
2024-02-08 18:00:00,45040.921875,45109.1484375,45022.99609375,45109.1484375,45109.1484375,0,45070.937137625726,45116.72547102632
2024-02-08 18:15:00,45107.63671875,45168.77734375,45065.765625,45164.38671875,45164.38671875,0,45079.8370977328,45125.391152430624
2024-02-08 18:30:00,45175.828125,45186.58984375,45149.86328125,45167.54296875,45167.54296875,0,45088.19003782968,45133.05511903415
2024-02-08 18:45:00,45164.34375,45289.75,45164.34375,45283.95703125,45283.95703125,66945024,45106.834513393514,45160.49183034612
2024-02-08 19:00:00,45297.4140625,45320.78125,45244.82421875,45244.82421875,45244.82421875,11223040,45119.97639009413,45175.8249918741
2024-02-08 19:15:00,45240.52734375,45359.21484375,45240.52734375,45354.7578125,45354.7578125,0,45142.33652556136,45208.3582319879
2024-02-08 19:30:00,45359.09765625,45392.39453125,45283.890625,45392.39453125,45392.39453125,106543104,45166.151573722185,45241.81937730828
2024-02-08 19:45:00,45377.32421875,45394.37109375,45290.88671875,45301.77734375,45301.77734375,54124544,45179.068313724834,45252.72082575223
2024-02-08 20:00:00,45290.36328125,45433.9296875,45290.36328125,45433.9296875,45433.9296875,0,45203.34082551295,45285.66789152455
2024-02-08 20:15:00,45496.2265625,45575.83984375,45335.578125,45361.390625,45361.390625,0,45218.393187368856,45299.43566124736
2024-02-08 20:30:00,45370.45703125,45545.01953125,45370.45703125,45424.4296875,45424.4296875,35229696,45238.01571119087,45322.161847838746
2024-02-08 20:45:00,45413.4453125,45546.58203125,45413.4453125,45493.69140625,45493.69140625,43272192,45262.36577738698,45353.34904027716
2024-02-08 21:00:00,45499.7265625,45499.7265625,45373.40234375,45389.609375,45389.609375,0,45274.48421525489,45359.941828408584
2024-02-08 21:15:00,45384.05078125,45456.46484375,45384.05078125,45431.31640625,45431.31640625,0,45289.42061439728,45372.91902437975
2024-02-08 21:30:00,45464.13671875,45477.4140625,45448.546875,45463.03125,45463.03125,0,45305.954960645155,45389.30306540161
2024-02-08 21:45:00,45454.3203125,45454.3203125,45313.92578125,45347.9140625,45347.9140625,0,45309.951065583715,45381.77779214677
2024-02-08 22:00:00,45328.734375,45396.046875,45305.66015625,45328.78515625,45328.78515625,68339712,45311.744788504315,45372.142767438265
2024-02-08 22:15:00,45333.1171875,45371.94140625,45333.1171875,45353.7578125,45353.7578125,6942720,45315.74602888486,45368.80004835858
2024-02-08 22:30:00,45349.14453125,45349.14453125,45260.79296875,45287.59375,45287.59375,0,45313.06485946725,45354.03526683884
2024-02-08 22:45:00,45275.99609375,45351.14453125,45274.58984375,45307.85546875,45307.85546875,11048960,45312.56872701799,45345.638939913595
2024-02-08 23:00:00,45278.5078125,45382.77734375,45278.5078125,45359.7421875,45359.7421875,59820032,45317.06143754009,45348.20316674749
2024-02-08 23:15:00,45363.3984375,45386.90625,45283.9296875,45283.9296875,45283.9296875,12304384,45313.906032774365,45336.51707961158
2024-02-08 23:30:00,45276.37109375,45329.65234375,45276.37109375,45322.07421875,45322.07421875,28549120,45314.683955248234,45333.891104909475
2024-02-08 23:45:00,45322.6171875,45360.58203125,45303.921875,45303.921875,45303.921875,0,45313.65899522459,45328.44215401684
2024-02-09 00:00:00,45297.3828125,45373.51171875,45297.3828125,45340.99609375,45340.99609375,0,45316.26252841749,45330.72468851378
2024-02-09 00:15:00,45342.9609375,45402.3671875,45342.9609375,45360.88671875,45360.88671875,0,45320.5124513063,45336.20869401127
2024-02-09 00:30:00,45362.96484375,45397.01171875,45268.41015625,45268.41015625,45268.41015625,0,45315.550327967605,45323.881687145586
2024-02-09 00:45:00,45266.12109375,45302.5703125,45260.82421875,45302.5703125,45302.5703125,0,45314.31413601831,45320.00689175548
2024-02-09 01:00:00,45304.28515625,45338.78515625,45289.28125,45338.78515625,45338.78515625,0,45316.64470937371,45323.421121663574
2024-02-09 01:15:00,45341.8359375,45362.46484375,45331.36328125,45338.98046875,45338.98046875,0,45318.771924552406,45326.250093861105
2024-02-09 01:30:00,45338.72265625,45357.6875,45325.45703125,45357.6875,45357.6875,0,45322.47816983313,45331.96598588636
2024-02-09 01:45:00,45359.140625,45489.18359375,45347.9765625,45480.0859375,45480.0859375,11173888,45337.48843342045,45358.89688617975
2024-02-09 02:00:00,45479.390625,45521.97265625,45445.453125,45521.97265625,45521.97265625,0,45355.05835940421,45388.54702619252
2024-02-09 02:15:00,45523.28515625,45813.5703125,45514.62890625,45752.96484375,45752.96484375,440018944,45392.95421505619,45454.80481120297
2024-02-09 02:30:00,45754.89453125,45939.03515625,45684.796875,45939.03515625,45939.03515625,208869376,45444.96192374131,45542.84669212061
2024-02-09 02:45:00,45945.88671875,46318.59375,45945.88671875,46273.94140625,46273.94140625,841914368,45523.912350646904,45675.7730037805
2024-02-09 03:00:00,46261.625,46284.29296875,46119.23046875,46253.109375,46253.109375,197998592,45593.35968629958,45780.74325309314
2024-02-09 03:15:00,46295.81640625,46295.81640625,46055.4765625,46055.4765625,46055.4765625,248580096,45637.37081736628,45830.69476389439
